key,base,offset,value,default_type,default,default_ispublic,defaults_blendalpha,tv_type,tv,tv_ispublic,tv_blendalpha,watch_type,watch,watch_ispublic,watch_blendalpha
THEME_KEY_BASE,,0,0,,,,,,,,,,,,
THEME_COLOR_CONTROL_KEY_BASE,THEME_KEY_BASE,50,50,,,,,,,,,,,,
THEME_COLOR_CONTROL_EXTRA_KEY_BASE,THEME_KEY_BASE,100,100,,,,,,,,,,,,
THEME_COLOR_ICON_KEY_BASE,THEME_KEY_BASE,200,200,,,,,,,,,,,,
THEME_COLOR_TEXT_KEY_BASE,THEME_KEY_BASE,250,250,,,,,,,,,,,,
THEME_COLOR_SWATCH_KEY_BASE,THEME_KEY_BASE,300,300,,,,,,,,,,,,
THEME_ALPHA_KEY_BASE,THEME_KEY_BASE,400,400,,,,,,,,,,,,
THEME_FONT_SIZE_KEY_BASE,THEME_KEY_BASE,500,500,,,,,,,,,,,,
THEME_FONT_FAMILY_KEY_BASE,THEME_KEY_BASE,550,550,,,,,,,,,,,,
THEME_RADIUS_COMPONENT_KEY_BASE,THEME_KEY_BASE,600,600,,,,,,,,,,,,
THEME_RADIUS_COMMON_KEY_BASE,THEME_KEY_BASE,650,650,,,,,,,,,,,,
THEME_SPACE_SCREEN_KEY_BASE,THEME_KEY_BASE,700,700,,,,,,,,,,,,
THEME_SPACE_SPECIAL_KEY_BASE,THEME_KEY_BASE,720,720,,,,,,,,,,,,
THEME_SPACE_TEXT_KEY_BASE,THEME_KEY_BASE,740,740,,,,,,,,,,,,
THEME_SPACE_COMPONENT_KEY_BASE,THEME_KEY_BASE,760,760,,,,,,,,,,,,
THEME_SPACE_LINE_KEY_BASE,THEME_KEY_BASE,780,780,,,,,,,,,,,,
THEME_OHOS_COLOR_FG,THEME_KEY_BASE,,0,ThemeConstantsType::COLOR,Color(0xff000000),TRUE,,ThemeConstantsType::COLOR,Color(0xfff1f3f5),TRUE,,ThemeConstantsType::COLOR,Color(0xffffffff),TRUE,
THEME_OHOS_COLOR_FG_INVERSE,THEME_KEY_BASE,1,1,ThemeConstantsType::COLOR,Color(0xffffffff),TRUE,,ThemeConstantsType::COLOR,Color(0xfff1f3f5),TRUE,,,,,
THEME_OHOS_COLOR_FG_INVERSE_DISABLE,THEME_KEY_BASE,2,2,ThemeConstantsType::COLOR,Color(0xffffffff),FALSE,,ThemeConstantsType::COLOR,Color(0xff666666),FALSE,,,,,
THEME_OHOS_COLOR_BG,THEME_KEY_BASE,3,3,ThemeConstantsType::COLOR,Color(0xffffffff),TRUE,,ThemeConstantsType::COLOR,Color(0xfff1f3f5),TRUE,,ThemeConstantsType::COLOR,Color(0xff000000),TRUE,
THEME_OHOS_ACCENT,THEME_KEY_BASE,4,4,ThemeConstantsType::COLOR,Color(0xff0a59f7),TRUE,,ThemeConstantsType::COLOR,Color(0xff266efb),TRUE,,ThemeConstantsType::COLOR,Color(0xff1f71ff),TRUE,
THEME_OHOS_ACCENT_INVERSE,THEME_KEY_BASE,5,5,ThemeConstantsType::COLOR,Color(0xff317af7),TRUE,,ThemeConstantsType::COLOR,Color(0xff266efb),TRUE,,,,,
THEME_OHOS_FUNCTIONAL_RED,THEME_KEY_BASE,6,6,ThemeConstantsType::COLOR,Color(0xffe84026),TRUE,,ThemeConstantsType::COLOR,Color(0xffe84026),TRUE,,ThemeConstantsType::COLOR,Color(0xffe62e31),TRUE,
THEME_OHOS_COLOR_WARNING,THEME_KEY_BASE,7,7,ThemeConstantsType::COLOR,Color(0xffed6f21),TRUE,,ThemeConstantsType::COLOR,Color(0xffed6f21),TRUE,,ThemeConstantsType::COLOR,Color(0xffff7500),TRUE,
THEME_OHOS_COLOR_HANDUP,THEME_KEY_BASE,8,8,ThemeConstantsType::COLOR,Color(0xffe84026),TRUE,,ThemeConstantsType::COLOR,Color(0xffe84026),TRUE,,ThemeConstantsType::COLOR,Color(0xffe62e31),TRUE,
THEME_OHOS_COLOR_CONNECTED,THEME_KEY_BASE,9,9,ThemeConstantsType::COLOR,Color(0xff64bb5c),TRUE,,ThemeConstantsType::COLOR,Color(0xff64bb5c),TRUE,,ThemeConstantsType::COLOR,Color(0xff64bb5c),TRUE,
THEME_OHOS_COLOR_SUBBG,THEME_KEY_BASE,10,10,ThemeConstantsType::COLOR,Color(0xfff1f3f5),TRUE,,,,,,,,,
THEME_OHOS_COLOR_CONTROL_ACTIVATED,THEME_COLOR_CONTROL_KEY_BASE,,50,ThemeConstantsType::REFERENCE,THEME_OHOS_ACCENT,TRUE,,,,,,,,,
THEME_OHOS_CONTROL_NORMAL,THEME_COLOR_CONTROL_KEY_BASE,1,51,ThemeConstantsType::COLOR,Color(0x19000000),TRUE,,ThemeConstantsType::COLOR,Color(0x33f1f3f5),TRUE,,ThemeConstantsType::COLOR,Color(0x26ffffff),TRUE,
THEME_OHOS_COLOR_DIVIDER_HORIZONTAL,THEME_COLOR_CONTROL_KEY_BASE,2,52,ThemeConstantsType::COLOR,Color(0x33000000),TRUE,,ThemeConstantsType::COLOR,Color(0x33f1f3f5),TRUE,,ThemeConstantsType::COLOR,Color(0x33ffffff),TRUE,
THEME_OHOS_COLOR_SUBHEADER_DIVIDER,THEME_COLOR_CONTROL_KEY_BASE,3,53,ThemeConstantsType::COLOR,Color(0x08000000),TRUE,,ThemeConstantsType::COLOR,Color(0x19f1f3f5),TRUE,,ThemeConstantsType::COLOR,Color(0x26ffffff),TRUE,
THEME_CLICKEFFIC_DEFAULT_COLOR_OHOS,THEME_COLOR_CONTROL_KEY_BASE,4,54,ThemeConstantsType::COLOR,Color(0x19000000),TRUE,,ThemeConstantsType::COLOR,Color(0x19f1f3f5),TRUE,,ThemeConstantsType::COLOR,Color(0x19ffffff),TRUE,
THEME_OHOS_FOCUSED_COLOR_1,THEME_COLOR_CONTROL_KEY_BASE,5,55,ThemeConstantsType::COLOR,Color(0xe5000000),TRUE,,ThemeConstantsType::COLOR,Color(0xe5000000),TRUE,,,,,
THEME_OHOS_FOCUSED_COLOR_2,THEME_COLOR_CONTROL_KEY_BASE,6,56,ThemeConstantsType::COLOR,Color(0x99000000),TRUE,,ThemeConstantsType::COLOR,Color(0x99000000),TRUE,,,,,
THEME_OHOS_FOCUSED_COLOR_3,THEME_COLOR_CONTROL_KEY_BASE,7,57,ThemeConstantsType::COLOR,Color(0x66000000),TRUE,,ThemeConstantsType::COLOR,Color(0x66000000),TRUE,,,,,
THEME_OHOS_CONTROL_FOCUSED,THEME_COLOR_CONTROL_KEY_BASE,8,58,ThemeConstantsType::COLOR,Color(0xff0a59f7),TRUE,,ThemeConstantsType::COLOR,Color(0xfff1f3f5),TRUE,,,,,
THEME_OHOS_CONTROL_HOVER,THEME_COLOR_CONTROL_KEY_BASE,9,59,ThemeConstantsType::COLOR,Color(0x0c000000),TRUE,,ThemeConstantsType::COLOR,Color(0x19f1f3f5),TRUE,,,,,
THEME_OHOS_CONTROL_FOCUSED_OUTLINE,THEME_COLOR_CONTROL_KEY_BASE,10,60,ThemeConstantsType::COLOR,Color(0xff0a59f7),TRUE,,ThemeConstantsType::COLOR,Color(0xfff1f3f5),TRUE,,,,,
THEME_OHOS_APPBAR_BG,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,,100,ThemeConstantsType::COLOR,Color(0xffffffff),FALSE,,ThemeConstantsType::COLOR,Color(0x00000000),FALSE,,,,,
THEME_OHOS_NAVIGATIONBAR_BG,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,1,101,ThemeConstantsType::COLOR,Color(0xffffffff),FALSE,,ThemeConstantsType::COLOR,Color(0x00000000),FALSE,,,,,
THEME_OHOS_APPBAR_ICON,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,2,102,ThemeConstantsType::COLOR,Color(0xe5000000),FALSE,,ThemeConstantsType::COLOR,Color(0xe5000000),FALSE,,,,,
THEME_OHOS_APPBAR_ICON_PRESSED,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,3,103,ThemeConstantsType::COLOR,Color(0xe5000000),FALSE,,ThemeConstantsType::COLOR,Color(0x33ffffff),FALSE,,,,,
THEME_OHOS_APPBAR_TITLE,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,4,104,ThemeConstantsType::COLOR,Color(0xe5000000),TRUE,,ThemeConstantsType::COLOR,Color(0xe5ffffff),TRUE,,ThemeConstantsType::COLOR,Color(0xffffffff),TRUE,
THEME_OHOS_APPBAR_SUBTITLE,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,5,105,ThemeConstantsType::COLOR,Color(0x99000000),FALSE,,ThemeConstantsType::COLOR,Color(0x99ffffff),FALSE,,ThemeConstantsType::COLOR,Color(0xa9ffffff),FALSE,
THEME_OHOS_BOTTOMBAR_ICON_ON,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,6,106,ThemeConstantsType::COLOR,Color(0xff0a59f7),TRUE,,ThemeConstantsType::COLOR,Color(0xe5000000),TRUE,,,,,
THEME_OHOS_BOTTOMBAR_ICON_OFF,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,7,107,ThemeConstantsType::COLOR,Color(0x33000000),TRUE,,ThemeConstantsType::COLOR,Color(0xe5ffffff),TRUE,,,,,
THEME_OHOS_BOTTOMBAR_TEXT_ON,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,8,108,ThemeConstantsType::COLOR,Color(0xff0a59f7),FALSE,,ThemeConstantsType::COLOR,Color(0xe5ffffff),FALSE,,,,,
THEME_OHOS_BOTTOMBAR_TEXT_OFF,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,9,109,ThemeConstantsType::COLOR,Color(0x99000000),FALSE,,ThemeConstantsType::COLOR,Color(0xe5ffffff),FALSE,,,,,
THEME_OHOS_TOOLBAR_BG,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,10,110,ThemeConstantsType::COLOR,Color(0xffffffff),TRUE,,ThemeConstantsType::COLOR,Color(0xff3c3c3c),TRUE,,,,,
THEME_OHOS_SUBTAB_TEXT_ON,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,11,111,ThemeConstantsType::COLOR,Color(0xff0a59f7),FALSE,,ThemeConstantsType::COLOR,Color(0xe5ffffff),FALSE,,,,,
THEME_OHOS_SUBTAB_TEXT_OFF,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,12,112,ThemeConstantsType::COLOR,Color(0x99000000),FALSE,,ThemeConstantsType::COLOR,Color(0x99ffffff),FALSE,,,,,
THEME_OHOS_SUBTAB_LINE_ON,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,13,113,ThemeConstantsType::COLOR,Color(0xff0a59f7),FALSE,,ThemeConstantsType::COLOR,Color(0xe5ffffff),FALSE,,,,,
THEME_OHOS_SUBTAB_BG,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,14,114,ThemeConstantsType::COLOR,Color(0x00ffffff),TRUE,,ThemeConstantsType::COLOR,Color(0xffffffff),TRUE,,,,,
THEME_OHOS_TOOLBAR_ICON,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,15,115,ThemeConstantsType::COLOR,Color(0xe5000000),FALSE,,ThemeConstantsType::COLOR,Color(0xe5ffffff),FALSE,,,,,
THEME_OHOS_TOOLBAR_ICON_ACTIVED,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,16,116,ThemeConstantsType::COLOR,Color(0xff0a59f7),FALSE,,ThemeConstantsType::COLOR,Color(0xe5000000),FALSE,,,,,
THEME_OHOS_TOOLBAR_TEXT,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,17,117,ThemeConstantsType::COLOR,Color(0xe5000000),FALSE,,ThemeConstantsType::COLOR,Color(0xe5ffffff),FALSE,,,,,
THEME_OHOS_TOOLBAR_TEXT_ACTIVED,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,18,118,ThemeConstantsType::COLOR,Color(0xff0a59f7),FALSE,,ThemeConstantsType::COLOR,Color(0xe5ffffff),FALSE,,,,,
THEME_OHOS_COLOR_PROGRESS,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,19,119,ThemeConstantsType::COLOR,Color(0xff666666),FALSE,,ThemeConstantsType::COLOR,Color(0xffebebeb),FALSE,,ThemeConstantsType::COLOR,Color(0xff5ea1ff),FALSE,
THEME_OHOS_COLOR_SPINNER_ICON,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,20,120,ThemeConstantsType::COLOR,Color(0xe5000000),FALSE,,ThemeConstantsType::COLOR,Color(0xe5ffffff),FALSE,,,,,
THEME_OHOS_COLOR_BADGE,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,21,121,ThemeConstantsType::COLOR,Color(0xff0a59f7),FALSE,,ThemeConstantsType::COLOR,Color(0xff266efb),FALSE,,ThemeConstantsType::COLOR,Color(0xff1f71ff),FALSE,
THEME_OHOS_BADGE_RED,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,22,122,ThemeConstantsType::COLOR,Color(0xffe84026),FALSE,,ThemeConstantsType::COLOR,Color(0xffe84026),FALSE,,ThemeConstantsType::COLOR,Color(0xffe62e31),FALSE,
THEME_OHOS_DIALOG_BG,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,23,123,ThemeConstantsType::COLOR,Color(0xffffffff),TRUE,,ThemeConstantsType::COLOR,Color(0xff3c3c3c),TRUE,,ThemeConstantsType::COLOR,Color(0xff000000),TRUE,
THEME_OHOS_FAB_ICON,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,24,124,ThemeConstantsType::COLOR,Color(0xffffffff),TRUE,,,,,,,,,
THEME_OHOS_FAB_ICON_START,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,25,125,ThemeConstantsType::COLOR,Color(0xffffffff),FALSE,,,,,,,,,
THEME_OHOS_FAB_ICON_END,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,26,126,ThemeConstantsType::COLOR,Color(0xffffffff),FALSE,,,,,,,,,
THEME_OHOS_FAB_BG_NORMAL,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,27,127,ThemeConstantsType::COLOR,Color(0xff0a59f7),TRUE,,ThemeConstantsType::COLOR,Color(0xff266efb),TRUE,,ThemeConstantsType::COLOR,Color(0xff1f71ff),TRUE,
THEME_OHOS_START_COLOR,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,28,128,ThemeConstantsType::COLOR,Color(0xff0a59f7),FALSE,,,,,,,,,
THEME_OHOS_CENTER_COLOR,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,29,129,ThemeConstantsType::COLOR,Color(0xff0a59f7),FALSE,,,,,,,,,
THEME_OHOS_END_COLOR,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,30,130,ThemeConstantsType::COLOR,Color(0xff0a59f7),FALSE,,,,,,,,,
THEME_OHOS_FAB_SHADOW_START,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,31,131,ThemeConstantsType::COLOR,Color(0x4d0a59f7),FALSE,,,,,,,,,
THEME_OHOS_FAB_SHADOW_END,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,32,132,ThemeConstantsType::COLOR,Color(0x4d0a59f7),FALSE,,,,,,,,,
THEME_OHOS_FAB_BG_PRESSED,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,33,133,ThemeConstantsType::COLOR,Color(0xff084fdd),FALSE,,ThemeConstantsType::COLOR,Color(0xff26a9fb),FALSE,,ThemeConstantsType::COLOR,Color(0x19ffffff),FALSE,
THEME_OHOS_TOAST_BG,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,34,134,ThemeConstantsType::COLOR,Color(0xff4d4d4d),FALSE,,ThemeConstantsType::COLOR,Color(0xff3c3c3c),FALSE,,ThemeConstantsType::COLOR,Color(0xf2404040),FALSE,
THEME_OHOS_CARD_BG,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,35,135,ThemeConstantsType::COLOR,Color(0xffffffff),TRUE,,ThemeConstantsType::COLOR,Color(0xff3c3c3c),TRUE,,,,,
THEME_OHOS_COLOR_TIPS_BG,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,36,136,ThemeConstantsType::COLOR,Color(0xf2d9d9d9),FALSE,,ThemeConstantsType::COLOR,Color(0xfff1f3f5),FALSE,,,,,
THEME_OHOS_COLOR_TOOLTIPS_BG,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,37,137,ThemeConstantsType::COLOR,Color(0xff4d4d4d),TRUE,,ThemeConstantsType::COLOR,Color(0xfff1f3f5),TRUE,,,,,
THEME_OHOS_ACTIVATED,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,38,138,ThemeConstantsType::COLOR,Color(0xff0a59f7),TRUE,,,,,,,,,
THEME_OHOS_ACTIVATED_START,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,39,139,ThemeConstantsType::COLOR,Color(0xff0a59f7),FALSE,,,,,,,,,
THEME_OHOS_ACTIVATED_END,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,40,140,ThemeConstantsType::COLOR,Color(0xff0a59f7),FALSE,,,,,,,,,
THEME_OHOS_APPBAR_TITLE_OFF,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,41,141,ThemeConstantsType::COLOR,Color(0x99000000),TRUE,,,,,,,,,
THEME_OHOS_APPBAR_SUBBG,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,42,142,ThemeConstantsType::COLOR,Color(0xfff1f3f5),TRUE,,,,,,,,,
THEME_OHOS_BOTTOMBAR_ICON_ON_AUXCOLOR_01,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,43,143,ThemeConstantsType::COLOR,Color(0xccffffff),TRUE,,ThemeConstantsType::COLOR,Color(0xe5000000),TRUE,,,,,
THEME_OHOS_BOTTOMBAR_ICON_OFF_AUXCOLOR_01,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,44,144,ThemeConstantsType::COLOR,Color(0x3f000000),TRUE,,ThemeConstantsType::COLOR,Color(0xe5ffffff),TRUE,,,,,
THEME_OHOS_BOTTOMBAR_ICON_ON_AUXCOLOR_02,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,45,145,ThemeConstantsType::COLOR,Color(0x990a59f7),TRUE,,ThemeConstantsType::COLOR,Color(0xe5000000),TRUE,,,,,
THEME_OHOS_BOTTOMBAR_ICON_OFF_AUXCOLOR_02,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,46,146,ThemeConstantsType::COLOR,Color(0x66000000),TRUE,,ThemeConstantsType::COLOR,Color(0xe5ffffff),TRUE,,,,,
THEME_OHOS_BOTTOMBAR_BG,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,47,147,ThemeConstantsType::COLOR,Color(0xffffffff),TRUE,,ThemeConstantsType::COLOR,Color(0xff3c3c3c),TRUE,,,,,
THEME_OHOS_BOTTOMBAR_BG_BLUR,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,48,148,ThemeConstantsType::COLOR,Color(0xf2ffffff),TRUE,,,,,,,,,
THEME_OHOS_BOTTOMBAR_SUBBG,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,49,149,ThemeConstantsType::COLOR,Color(0xfff1f3f5),TRUE,,ThemeConstantsType::COLOR,Color(0xff3c3c3c),TRUE,,,,,
THEME_OHOS_BOTTOMBAR_SUBBG_BLUR,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,50,150,ThemeConstantsType::COLOR,Color(0xf2f1f3f5),TRUE,,,,,,,,,
THEME_OHOS_TOOLBAR_SUBBG,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,51,151,ThemeConstantsType::COLOR,Color(0xfff1f3f5),TRUE,,ThemeConstantsType::COLOR,Color(0xff3c3c3c),TRUE,,,,,
THEME_OHOS_INPUTBOX_BG,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,52,152,ThemeConstantsType::COLOR,Color(0xffffffff),TRUE,,ThemeConstantsType::COLOR,Color(0x33f1f3f5),TRUE,,,,,
THEME_OHOS_INPUTBOX_SUBBG,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,53,153,ThemeConstantsType::COLOR,Color(0x0c000000),TRUE,,ThemeConstantsType::COLOR,Color(0x33f1f3f5),TRUE,,,,,
THEME_OHOS_BUTTON_DEFAULT,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,54,154,ThemeConstantsType::COLOR,Color(0x0c000000),TRUE,,ThemeConstantsType::COLOR,Color(0x33f1f3f5),TRUE,,ThemeConstantsType::COLOR,Color(0x26ffffff),TRUE,
THEME_OHOS_SWITCH_OUTLINE_OFF,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,55,155,ThemeConstantsType::COLOR,Color(0x66000000),FALSE,,ThemeConstantsType::COLOR,Color(0x99f1f3f5),FALSE,,,,,
THEME_OHOS_SWITCH_BG_OFF,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,56,156,ThemeConstantsType::COLOR,Color(0x33ffffff),FALSE,,ThemeConstantsType::COLOR,Color(0x33f1f3f5),FALSE,,ThemeConstantsType::COLOR,Color(0x33000000),FALSE,
THEME_OHOS_BOTTOMSHEET_BG,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,57,157,ThemeConstantsType::COLOR,Color(0xfff1f3f5),TRUE,,ThemeConstantsType::COLOR,Color(0xff3c3c3c),TRUE,,,,,
THEME_OHOS_CARD_PANEL_BG,THEME_COLOR_CONTROL_EXTRA_KEY_BASE,58,158,ThemeConstantsType::COLOR,Color(0xffffffff),TRUE,,ThemeConstantsType::COLOR,Color(0xfff1f3f5),TRUE,,,,,
THEME_OHOS_COLOR_PRIMARY,THEME_COLOR_ICON_KEY_BASE,,200,ThemeConstantsType::COLOR,Color(0xe5000000),TRUE,,ThemeConstantsType::COLOR,Color(0xe5ffffff),TRUE,,ThemeConstantsType::COLOR,Color(0xffffffff),TRUE,
THEME_OHOS_PRIMARY_INVERSE,THEME_COLOR_ICON_KEY_BASE,1,201,ThemeConstantsType::COLOR,Color(0xffffffff),TRUE,,ThemeConstantsType::COLOR,Color(0xe5000000),TRUE,,,,,
THEME_OHOS_COLOR_SECONDARY,THEME_COLOR_ICON_KEY_BASE,2,202,ThemeConstantsType::COLOR,Color(0x99000000),TRUE,,ThemeConstantsType::COLOR,Color(0x99ffffff),TRUE,,ThemeConstantsType::COLOR,Color(0xa9ffffff),TRUE,
THEME_OHOS_COLOR_TERTIARY,THEME_COLOR_ICON_KEY_BASE,3,203,ThemeConstantsType::COLOR,Color(0x66000000),TRUE,,ThemeConstantsType::COLOR,Color(0x66ffffff),TRUE,,ThemeConstantsType::COLOR,Color(0x66ffffff),TRUE,
THEME_OHOS_COLOR_FOURTH,THEME_COLOR_ICON_KEY_BASE,5,205,ThemeConstantsType::COLOR,Color(0x33000000),TRUE,,,,,,,,,
THEME_OHOS_COLOR_TEXT_PRIMARY,THEME_COLOR_TEXT_KEY_BASE,,250,ThemeConstantsType::COLOR,Color(0xe5000000),TRUE,,ThemeConstantsType::COLOR,Color(0xe5ffffff),TRUE,,ThemeConstantsType::COLOR,Color(0xffffffff),TRUE,
THEME_OHOS_TEXT_PRIMARY_INVERSE,THEME_COLOR_TEXT_KEY_BASE,1,251,ThemeConstantsType::COLOR,Color(0xffffffff),TRUE,,ThemeConstantsType::COLOR,Color(0xe5000000),TRUE,,,,,
THEME_OHOS_COLOR_TEXT_SECONDARY,THEME_COLOR_TEXT_KEY_BASE,2,252,ThemeConstantsType::COLOR,Color(0x99000000),TRUE,,ThemeConstantsType::COLOR,Color(0x99ffffff),TRUE,,ThemeConstantsType::COLOR,Color(0xa9ffffff),TRUE,
THEME_OHOS_TEXT_SECONDARY_INVERSE,THEME_COLOR_TEXT_KEY_BASE,3,253,ThemeConstantsType::COLOR,Color(0x99ffffff),TRUE,,ThemeConstantsType::COLOR,Color(0x99000000),TRUE,,,,,
THEME_OHOS_COLOR_TEXT_TERTIARY,THEME_COLOR_TEXT_KEY_BASE,4,254,ThemeConstantsType::COLOR,Color(0x66000000),TRUE,,ThemeConstantsType::COLOR,Color(0x66ffffff),TRUE,,,,,
THEME_OHOS_TEXT_TERTIARY_INVERSE,THEME_COLOR_TEXT_KEY_BASE,5,255,ThemeConstantsType::COLOR,Color(0x66ffffff),TRUE,,ThemeConstantsType::COLOR,Color(0x66000000),TRUE,,,,,
THEME_OHOS_TEXT_COLOR_ALERT_DIALOG_LIST_ITEM,THEME_COLOR_TEXT_KEY_BASE,6,256,ThemeConstantsType::REFERENCE,THEME_OHOS_COLOR_TEXT_PRIMARY,TRUE,,,,,,,,,
THEME_OHOS_FUNCTIONAL_BLUE,THEME_COLOR_TEXT_KEY_BASE,7,257,ThemeConstantsType::COLOR,Color(0xff0a59f7),TRUE,,ThemeConstantsType::COLOR,Color(0xff266efb),TRUE,,ThemeConstantsType::COLOR,Color(0xff5ea1ff),TRUE,
THEME_OHOS_TEXT_HINT,THEME_COLOR_TEXT_KEY_BASE,8,258,ThemeConstantsType::COLOR,Color(0x99000000),TRUE,,ThemeConstantsType::COLOR,Color(0x99ffffff),TRUE,,ThemeConstantsType::COLOR,Color(0xa9ffffff),TRUE,
THEME_OHOS_TEXT_HINT_INVERSE,THEME_COLOR_TEXT_KEY_BASE,9,259,ThemeConstantsType::COLOR,Color(0x99ffffff),TRUE,,ThemeConstantsType::COLOR,Color(0x99000000),TRUE,,,,,
THEME_OHOS_FUNCTIONAL_BLUE_INVERSE,THEME_COLOR_TEXT_KEY_BASE,10,260,ThemeConstantsType::COLOR,Color(0xff5291ff),TRUE,,ThemeConstantsType::COLOR,Color(0xe5000000),TRUE,,ThemeConstantsType::COLOR,Color(0xff5ea1ff),TRUE,
THEME_OHOS_COLOR_TEXT_HIGHLIGHT,THEME_COLOR_TEXT_KEY_BASE,11,261,ThemeConstantsType::COLOR,Color(0x330a59f7),TRUE,,ThemeConstantsType::COLOR,Color(0x66266efb),TRUE,,ThemeConstantsType::COLOR,Color(0x331f71ff),TRUE,
THEME_OHOS_TEXT_HIGHLIGHT_INVERSE,THEME_COLOR_TEXT_KEY_BASE,12,262,ThemeConstantsType::COLOR,Color(0x66317af7),TRUE,,ThemeConstantsType::COLOR,Color(0x66266efb),TRUE,,,,,
THEME_OHOS_COLOR_1,THEME_COLOR_SWATCH_KEY_BASE,,300,ThemeConstantsType::COLOR,Color(0xff564af7),TRUE,,ThemeConstantsType::COLOR,Color(0xff564af7),TRUE,,ThemeConstantsType::COLOR,Color(0xff564af7),TRUE,
THEME_OHOS_COLOR_2,THEME_COLOR_SWATCH_KEY_BASE,1,301,ThemeConstantsType::COLOR,Color(0xff46b1e3),TRUE,,ThemeConstantsType::COLOR,Color(0xff46b1e3),TRUE,,ThemeConstantsType::COLOR,Color(0xff46b1e3),TRUE,
THEME_OHOS_COLOR_3,THEME_COLOR_SWATCH_KEY_BASE,2,302,ThemeConstantsType::COLOR,Color(0xff61cfbe),TRUE,,ThemeConstantsType::COLOR,Color(0xff61cfbe),TRUE,,ThemeConstantsType::COLOR,Color(0xff00b6bf),TRUE,
THEME_OHOS_COLOR_4,THEME_COLOR_SWATCH_KEY_BASE,3,303,ThemeConstantsType::COLOR,Color(0xff64bb5c),TRUE,,ThemeConstantsType::COLOR,Color(0xff64bb5c),TRUE,,ThemeConstantsType::COLOR,Color(0xff64bb5c),TRUE,
THEME_OHOS_COLOR_5,THEME_COLOR_SWATCH_KEY_BASE,4,304,ThemeConstantsType::COLOR,Color(0xffa5d61d),TRUE,,ThemeConstantsType::COLOR,Color(0xffa5d61d),TRUE,,ThemeConstantsType::COLOR,Color(0xffa5d61d),TRUE,
THEME_OHOS_COLOR_6,THEME_COLOR_SWATCH_KEY_BASE,5,305,ThemeConstantsType::COLOR,Color(0xffac49f5),TRUE,,ThemeConstantsType::COLOR,Color(0xffac49f5),TRUE,,ThemeConstantsType::COLOR,Color(0xff8a2be2),TRUE,
